index,id,title,authors,field,field_multi,is_AP,is_NA,community,four
1102,2503.16222v1,Efficient Bayesian Computation Using Plug-and-Play Priors for Poisson Inverse Problems,Teresa Klatzer; Savvas Melidonis; Marcelo Pereyra; Konstantinos C. Zygalakis,,,0,1,21,NA-only
1103,2503.16210v1,On the convergence of split exponential integrators for semilinear parabolic problems,Marco Caliari; Fabio Cassini; Lukas Einkemmer; Alexander Ostermann,,,0,1,29,NA-only
1104,2503.16209v1,"Instance optimal function recovery -- samples, decoders and asymptotic performance",Moritz Moeller; Kateryna Pozharska; Tino Ullrich,,,0,1,5,NA-only
1105,2503.16202v1,3D Stochastic Geometry Model for Aerial Vehicle-Relayed Ground-Air-Satellite Connectivity,Yulei Wang; Yalin Liu; Yaru Fu; Yujie Qin; Zhongjie Li,,,0,1,7,NA-only
1106,2503.16196v1,"An interior penalty DG method with correct and minimal averages, jumps and penalties for the miscible displacement problem of nonnegative characteristic form, and SUPG-type error estimates under low regularity, dominating Darcy velocity",Zhijie Du; Huoyuan Duan; Roger C E Tan; Yuanhong Wei,,,0,1,25,NA-only
1107,2503.16176v2,Nonnegative Biquadratic Tensors,Chunfeng Cui; Liqun Qi,,,0,1,1,NA-only
1108,2503.17487v1,Samplets: Wavelet concepts for scattered data,Helmut Harbrecht; Michael Multerer,,,0,1,5,NA-only
1109,2503.16110v1,Compact implicit high resolution numerical method for solving transport problems with sorption isotherms,Dagmar Zakova; Peter Frolkovic,AP_NA,AP;NA,1,1,23,AP+NA
1110,2503.16028v2,Sequential Monte Carlo with Gaussian Mixture Approximation for Infinite-Dimensional Statistical Inverse Problems,Haoyu Lu; Junxiong Jia; Deyu Meng,,,0,1,21,NA-only
1111,2503.16010v1,Patch-based learning of adaptive Total Variation parameter maps for blind image denoising,Claudio Fantasia; Luca Calatroni; Xavier Descombes; Rim Rekik,,,0,1,5,NA-only
1112,2503.15994v1,A framework for efficient reduced order modelling in the Julia programming language,Nicholas Mueller; Santiago Badia,,,0,1,28,NA-only
1113,2503.15826v1,Fourth-order uniformly accurate integrators with long time near conservations for the nonlinear Dirac equation in the nonrelativistic regime,Lina Wang; Bin Wang; Jiyong Li,AP_NA,AP;NA,1,1,13,AP+NA
1114,2503.15786v1,Stable quadratic generalized IsoGeometric analysis for elliptic interface problem,Yin Song; Wenkai Hu; Xin Li,,,0,1,4,NA-only
1115,2503.15765v1,Computation of whispering gallery modes for spherical symmetric heterogeneous Helmholtz problems with piecewise smooth refractive index,Bouchra Bensiali; Stefan Sauter,,,0,1,16,NA-only
1116,2503.15711v1,"5D free-running, reconstruction, variable projection, ADMM, VPAL",Yitong Yang; Muhammad Naeem; Marly Van Assen; Jerome Yerly; Davide Piccini; Matthias Stuber; John Oshinski; Matthias Chung,,,0,1,151,NA-only
1117,2503.15696v1,Approximation properties of neural ODEs,Arturo De Marinis; Davide Murari; Elena Celledoni; Nicola Guglielmi; Brynjulf Owren; Francesco Tudisco,,,0,1,8,NA-only
1118,2503.15673v2,Numerical Analysis and Dimension Splitting for A Semi-Lagrangian Discontinuous Finite Element Scheme Based on the Characteristic Galerkin Method,Zhengrong Xie,AP_NA,AP;NA,1,1,29,AP+NA
1119,2503.15441v1,A discontinuity-capturing neural network with categorical embedding and its application to anisotropic elliptic interface problems,Wei-Fan Hu; Te-Sheng Lin; Ming-Chih Lai,,,0,1,6,NA-only
1120,2503.15397v1,A High Order IMEX Method for Generalized Korteweg de-Vries Equations,Seth Gerberding,,,0,1,13,NA-only
1121,2503.15258v1,A Lie algebra view of matrix splittings,Michele Benzi; Milo Viviani,,,0,1,1,NA-only
1122,2503.15188v1,Convergence analysis of SPH method on irregular particle distributions for the Poisson equation,Zhonghua Qiao; Yifan Wei,AP_NA,AP;NA,1,1,20,AP+NA
1123,2503.15125v1,A Spectral Approach to Optimal Control of the Fokker-Planck Equation,Dante Kalise; Lucas M. Moschen; Grigorios A. Pavliotis; Urbain Vaes,,,0,1,24,NA-only
1124,2503.15121v1,Analytic adjoint solution for incompressible potential flows,Carlos Lozano; Jorge Ponsin,,,0,1,152,NA-only
1125,2503.15105v2,"Control, Optimal Transport and Neural Differential Equations in Supervised Learning",Minh-Nhat Phung; Minh-Binh Tran,,,0,1,8,NA-only
1126,2503.15077v1,Efficient forward and inverse uncertainty quantification for dynamical systems based on dimension reduction and Kriging surrogate modeling in functional space,Zhouzhou Song; Weiyun Xu; Marcos A. Valdebenito; Matthias G. R. Faes,,,0,1,24,NA-only
1127,2503.15568v1,Mixed precision accumulation for neural network inference guided by componentwise forward error analysis,El-Mehdi El Arar; Silviu-Ioan Filip; Theo Mary; Elisa Riccietti,,,0,1,8,NA-only
1128,2503.14978v1,Inferring diffusivity from killed diffusion,Richard Nickl; Fanny Seizilles,AP_NA,AP;NA,1,1,8,AP+NA
1129,2503.14947v1,Image Restoration Models with Optimal Transport and Total Variation Regularization,Weijia Huang; Zhongyi Huang; Wenli Yang; Wei Zhu,,,0,1,5,NA-only
1130,2503.14913v1,A PINN-enriched finite element method for linear elliptic problems,Xiao Chen; Yixin Luo; Jingrun Chen,,,0,1,6,NA-only
1131,2503.14764v2,A shape-optimization approach for inverse diffusion problems using a single boundary measurement,Manabu Machida; Hirofumi Notsu; Julius Fergy Tiongson Rabago,,,0,1,31,NA-only
1132,2503.14750v1,Matrix nearness problems and eigenvalue optimization,Nicola Guglielmi; Christian Lubich,,,0,1,1,NA-only
1133,2503.14011v1,Multitaper-Based Post-Processing of Compact Antenna Responses Obtained in Non-Anechoic Conditions,Mariusz Dzwonkowski; Adrian Bekasiewicz; Slawomir Koziel,,,0,1,35,NA-only
1134,2503.13941v1,Randomized block Kaczmarz with volume sampling: Momentum acceleration and efficient implementation,Ruike Xiang; Jiaxin Xie; Qiye Zhang,,,0,1,1,NA-only
1135,2503.13930v1,SIAC Accuracy Enhancement of Stochastic Galerkin Solutions for Wave Equations with Uncertain Coefficients,Andrés Galindo-Olarte; Jennifer K. Ryan,,,0,1,13,NA-only
1136,2503.13877v1,Shock with Confidence: Formal Proofs of Correctness for Hyperbolic Partial Differential Equation Solvers,Jonathan Gorard; Ammar Hakim,,,0,1,153,NA-only
1137,2503.13830v1,Hierarchical Gaussian Random Fields for Multilevel Markov Chain Monte Carlo: Coupling Stochastic Partial Differential Equation and The Karhunen-Loève Decomposition,Sohail Reddy,,,0,1,21,NA-only
1138,2503.13802v1,Multi-Harmonic Gridded 3D Deconvolution (MH3D) for Robust and Accurate Image Reconstruction in MPI for Single Axis Drive Field Scanners,Toby Sanders; Justin J. Konkle; Erica E. Mason; Patrick W. Goodwill,,,0,1,27,NA-only
1139,2503.13756v1,Fast alignment of heterogeneous images in sliced Wasserstein distance,Yunpeng Shi; Amit Singer; Eric J. Verbeke,,,0,1,5,NA-only
1140,2503.13711v1,Constructing Sobolev orthonormal rational functions via an updating procedure,Amin Faghih; Marc Van Barel; Niel Van Buggenhout; Raf Vandebril,,,0,1,5,NA-only
1141,2503.13388v3,A mathematical model for a universal digital quantum computer with an application to the Grover-Rudolph algorithm,Antonio Falcó; Daniela Falcó--Pomares; Hermann G. Matthies,,,0,1,7,NA-only
1142,2503.13354v1,Parameter-free structure-texture image decomposition by unrolling,Laura Girometti; Jean-François Aujol; Antoine Guennec; Yann Traonmilin,,,0,1,5,NA-only
1143,2503.13311v1,Numerical Hopf-Lax formulae for Hamilton-Jacobi equations on unstructured geometries,Simone Cacace; Roberto Ferretti; Giulia Tatafiore,,,0,1,29,NA-only
1144,2503.13298v1,From Few-Shot Optimal Control to Few-Shot Learning,Roman Chertovskih; Nikolay Pogodaev; Maxim Staritsyn; A. Pedro Aguiar,,,0,1,24,NA-only
1145,2503.13284v1,Bayesian identification of material parameters in viscoelastic structures as an inverse problem in a semigroup setting,Rebecca Rothermel; Thomas Schuster,,,0,1,31,NA-only
1146,2503.13248v1,Neural network-based Godunov corrections for approximate Riemann solvers using bi-fidelity learning,Akshay Thakur; Matthew J. Zahr,,,0,1,6,NA-only
1147,2503.13193v1,The deep multi-FBSDE method: a robust deep learning method for coupled FBSDEs,Kristoffer Andersson; Adam Andersson; Cornelis W. Oosterlee,,,0,1,8,NA-only
1148,2503.13170v1,A~posteriori error analysis for optimization with PDE constraints,Fernando Gaspoz; Christian Kreuzer; Andreas Veeser; Winnifried Wollner,,,0,1,9,NA-only
1149,2503.13126v1,Error analysis of the Strang splitting for the 3D semilinear wave equation with finite-energy data,Maximilian Ruff,AP_NA,AP;NA,1,1,2,AP+NA
1150,2503.13094v1,Preserving invariant domains and strong approximation of stochastic differential equations,Utku Erdogan; Gabriel Lord,,,0,1,24,NA-only
1151,2503.13093v1,Localized Dynamic Mode Decomposition with Temporally Adaptive Partitioning,Qiuqi Li; Chang Liu; Yifei Yang,,,0,1,24,NA-only
1152,2503.13032v1,Miniaturization-Oriented Design of Spline-Parameterized UWB Antenna for In-Door Positioning Applications,Adrian Bekasiewicz; Tom Dhaene; Ivo Couckuyt; Jacek Litka,,,0,1,35,NA-only
1153,2503.13029v1,Specification-Oriented Automatic Design of Topologically Agnostic Antenna Structure,Adrian Bekasiewicz; Mariusz Dzwonkowski; Tom Dhaene; Ivo Couckuyt,,,0,1,35,NA-only
1154,2503.13019v1,TR-Based Antenna Design with Forward FD: the Effects of Step Size on the Optimization Performance,Adrian Bekasiewicz; Slawomir Koziel; Tom Dhaene; Marcin Narloch,,,0,1,35,NA-only
1155,2503.13007v1,On the characteristic structure of the adjoint Euler equations with application to supersonic flows,Carlos Lozano; Jorge Ponsin,,,0,1,10,NA-only
1156,2503.12816v1,Weak Convergence of Finite Element Approximations of Stochastic Linear Schrödinger equation driven by additive Wiener noise,Mangala Prasad,,,0,1,13,NA-only
1157,2503.12805v2,A fast Fourier spectral method for wave kinetic equation,Kunlun Qi; Lian Shen; Li Wang,,,0,1,19,NA-only
1158,2503.12744v1,Finite Samples for Shallow Neural Networks,Yu Xia; Zhiqiang Xu,,,0,1,8,NA-only
1159,2503.12717v1,Neural network-enhanced $hr$-adaptive finite element algorithm for parabolic equations,Jiaxiong Hao; Yunqing Huang; Nianyu Yi; Peimeng Yin,,,0,1,6,NA-only
1160,2503.12670v1,Stable Volume Dissipation for High-Order Finite-Difference Methods with the Generalized Summation-by-Parts Property,Alex Bercik; David A. Craig Penner; David W. Zingg,,,0,1,9,NA-only
1161,2503.15545v1,Data-Driven Approximation of Binary-State Network Reliability Function: Algorithm Selection and Reliability Thresholds for Large-Scale Systems,Wei-Chang Yeh,,,0,1,7,NA-only
1162,2503.12474v1,Ensemble Kalman-Bucy filtering for nonlinear model predictive control,Sebastian Reich,,,0,1,21,NA-only
1163,2503.12473v1,Oscillation-eliminating central DG schemes for hyperbolic conservation laws,Manting Peng; Kailiang Wu; Caiyou Yuan,,,0,1,25,NA-only
1164,2503.12465v1,On Local Minimum Entropy Principle of High-Order Schemes for Relativistic Euler Equations,Shumo Cui; Kailiang Wu; Linfeng Xu,,,0,1,32,NA-only
1165,2503.12422v1,A computational method for multiple steady Hele-Shaw bubbles in planar domains,Mohamed M. S. Nasser; Christopher C. Green; El Mostafa Kalmoun,,,0,1,17,NA-only
1166,2503.12403v1,A Parametric Family of Polynomial Wavelets for Signal and Image Processing,Mariantonia Cotronei; Woula Themistoclakis; Marc Van Barel,,,0,1,5,NA-only
1167,2503.12397v1,A free parameter depending family of polynomial wavelets on a compact interval,Woula Themistoclakis; Marc Van Barel,,,0,1,5,NA-only
1168,2503.12375v1,Optimization-based method for conjugate heat transfer problems,Liang Fang; Xiandong Liu; Lei Zhang,,,0,1,154,NA-only
1169,2503.12295v1,Towards Learning High-Precision Least Squares Algorithms with Sequence Models,Jerry Liu; Jessica Grogan; Owen Dugan; Ashish Rao; Simran Arora; Atri Rudra; Christopher Ré,,,0,1,8,NA-only
1170,2503.12289v1,On the recovery of two function-valued coefficients in the Helmholtz equation for inverse scattering problems via inverse Born series,Fioralba Cakoni; Shixu Meng; Zehui Zhou,,,0,1,16,NA-only
1171,2503.12262v1,Improving Wolbachia-Based Control Programs in Urban Settings: Insights from Spatial Modeling,Daniela Florez; Ricardo Cortez; James M. Hyman; Zhuolin Qu,,,0,1,23,NA-only
1172,2503.12240v1,A Lagrange multiplier formulation for the fully dynamic Navier-Stokes-Biot system,Xing Wang; Ivan Yotov,,,0,1,9,NA-only
1173,2503.12117v1,The Exact Geometry of Numerical Error: Cyclic Groups and Deterministic Bias,William Cook,,,0,1,20,NA-only
1174,2503.12110v1,A numerical method based on quasi-Lagrangian Voronoi cells for two-phase flows with large density contrast,Ondřej Kincl; Ilya Peshkov; Walter Boscheri,,,0,1,9,NA-only
1175,2503.12038v1,Solving nonlinear eigenvalue problems via contour integration and region partitioning,Yuqi Liu; Jose E. Roman; Meiyue Shao,,,0,1,15,NA-only
1176,2503.11986v1,An Acoustic Inversion-Based Flow Measurement Model in 3D Hydrodynamic Systems,Jiwei Li; Lingyun Qiu; Zhongjing Wang; Hui Yu,AP_NA,AP;NA,1,1,21,AP+NA
1177,2503.13526v1,Time parallelization for hyperbolic and parabolic problems,Martin J. Gander; Shu-Lin Wu; Tao Zhou,,,0,1,28,NA-only
1178,2503.11884v1,Mixing Condition Numbers and Oracles for Accurate Floating-point Debugging,Bhargav Kulkarni; Pavel Panchekha,,,0,1,20,NA-only
1179,2503.11800v1,Adaptive mesh refinement on Cartesian meshes applied to the mixed finite element discretization of the multigroup neutron diffusion equations,Patrick Ciarlet; Jr.; Minh-Hieu Do; François Madiot,,,0,1,42,NA-only
1180,2503.11749v2,Proposal for the Application of Fractional Operators in Polynomial Regression Models to Enhance the Determination Coefficient $R^2$ on Unseen Data,Anthony Torres-Hernandez,,,0,1,5,NA-only
1181,2503.11569v2,Improvement of Sinc-collocation methods for Volterra-Fredholm integral equations of the second kind and their theoretical analysis,Tomoaki Okayama,,,0,1,15,NA-only
1182,2503.11528v1,"A regional implementation of a mixed finite-element, semi-implicit dynamical core",Christine Johnson; Ben Shipway; Thomas Melvin; Thomas Bendall; James Kent; Ian Boutle; Alex Brown; Mohamed Zerroukat; Benjamin Buchenau; Nigel Wood,,,0,1,55,NA-only
1183,2503.11523v1,Superconvergent Discontinuous Galerkin Method for the Scalar Teukolsky Equation on Hyperboloidal Domains: Efficient Waveform and Self-Force Computation,Manas Vishal; Scott E. Field; Sigal Gottlieb; Jennifer Ryan,,,0,1,32,NA-only
1184,2503.11493v1,Normal-normal continuous symmetric stresses in mixed finite element elasticity,Carsten Carstensen; Norbert Heuer,,,0,1,4,NA-only
1185,2503.11468v1,Efficient stochastic asymptotic-preserving scheme for tumor growth models with uncertain parameters,Ning Jiang; Liu Liu; Huimin Yu,AP_NA,AP;NA,1,1,19,AP+NA
1186,2503.11421v1,"Linear, decoupled and positivity-preserving staggered mesh schemes for general dissipative systems with arbitrary energy distributions",Zhengguang Liu; Nan Zheng; Xiaoli Li,AP_NA,AP;NA,1,1,9,AP+NA
1187,2503.11397v1,Unfitted hybrid high-order methods stabilized by polynomial extension for elliptic interface problems,Erik Burman; Alexandre Ern; Romain Mottier,,,0,1,4,NA-only
1188,2503.11386v1,Adaptive Regularisation for PDE-Constrained Optimal Control,Jenny Power; Tristan Pryer,,,0,1,9,NA-only
1189,2503.11355v1,TypedMatrices.jl: An Extensible and Type-Based Matrix Collection for Julia,Anzhi Zhang; Massimiliano Fasi,,,0,1,20,NA-only
1190,2503.11308v1,Accuracy Boost in Ensemble Kalman Inversion via Ensemble Control Strategies,Ruben Harris; Claudia Schillings,,,0,1,21,NA-only
1191,2503.11284v1,Numerical Solution and Errors Analysis of Iterative Method for a Nonlinear Plate Bending Problem,Akakpo A. Wilfried; Houédanou K. Wilfrid,,,0,1,31,NA-only
1192,2503.11192v1,Enhanced Diffuse Interface Method for Multiphase Flow Simulations Across All Mach Numbers,Ghanshyam Bharate; J. C. Mandal,,,0,1,32,NA-only
1193,2503.11166v1,"Space-time discretization of the wave equation in a second-order-in-time formulation: a conforming, unconditionally stable method",Matteo Ferrari; Ilaria Perugia,,,0,1,28,NA-only
1194,2503.11034v1,Inverse scattering for Schrödinger equation in the frequency domain via data-driven reduced order modeling,Andreas Tataris; Tristan van Leeuwen; Alexander V. Mamonov,,,0,1,16,NA-only
1195,2503.10824v1,On the representation of energy-preserving quadratic operators with application to Operator Inference,Leonidas Gkimisis; Igor Pontes Duff; Pawan Goyal; Peter Benner,,,0,1,6,NA-only
1196,2503.10812v1,Understanding Contrastive Learning through Variational Analysis and Neural Network Optimization Perspectives,Jeff Calder; Wonjun Lee,,,0,1,8,NA-only
1197,2503.10790v1,Quantum Error Detection For Early Term Fault-Tolerant Quantum Algorithms,Tom Ginsberg; Vyom Patel,,,0,1,7,NA-only
1198,2503.10774v1,Isoparametric finite element methods for mean curvature flow and surface diffusion,Harald Garcke; Robert Nürnberg; Simon Praetorius; Ganghui Zhang,,,0,1,4,NA-only
1199,2503.10771v1,Analysis and numerical analysis of the Helmholtz-Korteweg equation,Patrick E. Farrell; Tim van Beeck; Umberto Zerbinati,AP_NA,AP;NA,1,1,16,AP+NA
1200,2503.10612v1,Approximation technique for preserving the minimum principle on the entropy for the compressible Euler Equations,Bennett Clayton; Eric J. Tovar,,,0,1,32,NA-only
1201,2503.10562v1,Discontinuous Galerkin discretization of conservative dynamical low-rank approximation schemes for the Vlasov-Poisson equation,André Uschmajew; Andreas Zeiser,,,0,1,28,NA-only
1202,2503.10552v1,Mathematical and numerical methods for understanding immune cell motion during wound healing,Giulia Lupi; Seol Ah Park; Martin Ambroz; Resul Ozbilgic; Mai Nguyen Chi; Georges Lutfalla; Karol Mikula,AP_NA,AP;NA,1,1,27,AP+NA
1203,2503.10487v1,Sediment Concentration Estimation via Multiscale Inverse Problem and Stochastic Homogenization,Jiwei Li; Lingyun Qiu; Zhongjing Wang; Hui Yu; Siqin Zheng,AP_NA,AP;NA,1,1,21,AP+NA
